0,9.0 31580000.0 3.0 7.052054794520548 12.36986301369863 
1,0.0 9600000.0 2.0 7.671232876712328 10.789041095890411 
1,0.0 5900000.0 3.0 0.4191780821917808 0.4191780821917808 
0,0.0 11800000.0 1.0 10.12054794520548 10.12054794520548 
1,0.0 2000000.0 1.0 1.7068493150684931 1.7068493150684931 
0,5.0 3500000.0 1.0 0.12876712328767123 0.12876712328767123 
2,2.0 2000000.0 1.0 1.3342465753424657 1.3342465753424657 
1,0.0 0.0 1.0 0.0 -0.13972602739726028 
0,18.0 6623651.0 3.0 1.3616438356164384 7.364383561643836 
0,0.0 0.0 1.0 0.15616438356164383 0.15616438356164383 
0,0.0 250000.0 1.0 4.243835616438356 4.243835616438356 
0,5.0 0.0 1.0 0.0 -3.4438356164383563 
0,0.0 2940000.0 1.0 1.2821917808219179 1.2821917808219179 
0,2.0 110000.0 1.0 0.0 -1.0054794520547945 
0,0.0 16000000.0 2.0 0.9041095890410958 1.8383561643835618 
1,0.0 950000.0 2.0 0.16164383561643836 1.3315068493150686 
0,1.0 421742.0 1.0 5.35068493150685 5.35068493150685 
1,0.0 1500000.0 1.0 2.0821917808219177 2.0821917808219177 
0,4.0 1200000.0 1.0 0.7123287671232876 0.7123287671232876 
0,2.0 3900000.0 2.0 0.0 -1.736986301369863 
0,10.0 5730000.0 4.0 8.482191780821918 11.545205479452054 
0,15.0 52792.0 1.0 0.7479452054794521 0.7479452054794521 
2,0.0 20000000.0 2.0 1.7972602739726027 2.8904109589041096 
0,1.0 834000.0 2.0 0.6657534246575343 5.750684931506849 
2,17.0 1750000.0 2.0 0.08493150684931507 1.6164383561643836 
1,5.0 19130000.0 8.0 2.0 6.16986301369863 
0,15.0 980000.0 1.0 5.008219178082192 5.008219178082192 
0,4.0 0.0 1.0 1.915068493150685 1.915068493150685 
2,0.0 12700000.0 2.0 1.0465753424657533 1.4602739726027398 
1,1.0 148600.0 1.0 0.0 0.0 
2,0.0 21350000.0 6.0 0.1643835616438356 2.671232876712329 
2,13.0 25300000.0 2.0 2.254794520547945 5.493150684931507 
1,7.0 26590000.0 2.0 1.4986301369863013 2.1315068493150684 
2,1.0 15000000.0 1.0 8.432876712328767 8.432876712328767 
0,3.0 12000000.0 1.0 4.67945205479452 4.67945205479452 
0,0.0 13460000.0 2.0 2.632876712328767 3.3315068493150686 
0,7.0 0.0 1.0 2.6684931506849314 2.6684931506849314 
0,0.0 6000000.0 2.0 2.0027397260273974 3.0465753424657533 
0,0.0 4000000.0 1.0 2.4356164383561643 2.4356164383561643 
2,1.0 10000000.0 1.0 5.890410958904109 5.890410958904109 
0,0.0 301104.0 2.0 0.0 1.9013698630136986 
1,5.0 120000.0 1.0 0.0 -0.8767123287671232 
0,12.0 15564591.0 3.0 1.167123287671233 4.6657534246575345 
0,18.0 0.0 2.0 0.13972602739726028 0.40821917808219177 
2,18.0 18000000.0 1.0 6.123287671232877 6.123287671232877 
0,0.0 18664050.0 1.0 15.558904109589042 15.558904109589042 
0,1.0 3048000.0 3.0 1.1616438356164382 2.4602739726027396 
0,10.0 6381500.0 4.0 1.5506849315068494 6.405479452054794 
0,9.0 200000.0 1.0 0.0 0.0 
2,0.0 0.0 1.0 5.597260273972603 5.597260273972603 
2,12.0 13075000.0 4.0 1.0164383561643835 7.153424657534247 
1,0.0 50000.0 1.0 0.0 -0.6657534246575343 
1,0.0 150000.0 1.0 0.1232876712328767 0.1232876712328767 
0,15.0 6430000.0 1.0 6.065753424657534 6.065753424657534 
0,10.0 5100000.0 1.0 4.561643835616438 4.561643835616438 
1,10.0 24400000.0 5.0 0.46301369863013697 5.178082191780822 
0,0.0 0.0 1.0 0.4273972602739726 0.4273972602739726 
2,10.0 28712619.0 3.0 1.4219178082191781 3.5561643835616437 
1,9.0 1322411.0 2.0 1.189041095890411 2.819178082191781 
1,0.0 350000.0 1.0 0.0 0.0 
1,12.0 4100000.0 1.0 3.580821917808219 3.580821917808219 
0,0.0 599997.0 2.0 0.08493150684931507 2.4136986301369863 
2,2.0 15000000.0 1.0 9.421917808219177 9.421917808219177 
0,12.0 0.0 1.0 6.742465753424658 6.742465753424658 
2,1.0 1280000.0 2.0 0.20821917808219179 1.7917808219178082 
2,17.0 22300000.0 2.0 4.764383561643836 5.545205479452055 
0,0.0 19743770.0 3.0 0.08493150684931507 5.035616438356165 
0,6.0 6000000.0 1.0 3.052054794520548 3.052054794520548 
1,2.0 1000000.0 1.0 0.0 0.0 
0,1.0 4000000.0 1.0 4.079452054794521 4.079452054794521 
0,9.0 0.0 1.0 8.501369863013698 8.501369863013698 
0,2.0 100000.0 1.0 0.0 0.0 
2,4.0 2500000.0 1.0 0.2602739726027397 0.2602739726027397 
0,2.0 110000.0 3.0 0.09315068493150686 0.684931506849315 
0,1.0 8256751.0 2.0 8.189041095890412 11.197260273972603 
2,1.0 11311711.0 1.0 9.112328767123287 9.112328767123287 
1,7.0 1000000.0 1.0 2.9013698630136986 2.9013698630136986 
0,20.0 0.0 2.0 3.326027397260274 4.304109589041096 
1,16.0 1000000.0 1.0 0.0 -0.1643835616438356 
1,2.0 0.0 1.0 0.7561643835616438 0.7561643835616438 
1,2.0 3427334.0 2.0 3.232876712328767 4.112328767123287 
0,0.0 4899605.0 3.0 2.452054794520548 3.767123287671233 
2,0.0 2250000.0 2.0 1.0328767123287672 2.7753424657534245 
0,0.0 250000.0 1.0 2.2383561643835614 2.2383561643835614 
0,0.0 6500000.0 1.0 8.295890410958904 8.295890410958904 
0,0.0 17129760.0 4.0 0.4575342465753425 1.8575342465753424 
1,1.0 127839.0 1.0 3.9726027397260273 3.9726027397260273 
0,13.0 1000000.0 1.0 7.835616438356165 7.835616438356165 
0,0.0 3740000.0 2.0 0.9123287671232877 5.306849315068493 
1,9.0 0.0 1.0 1.4958904109589042 1.4958904109589042 
2,0.0 16000000.0 2.0 0.4958904109589041 0.915068493150685 
0,0.0 1100000.0 3.0 0.019178082191780823 2.750684931506849 
1,9.0 1700000.0 1.0 2.197260273972603 2.197260273972603 
0,9.0 1600000.0 1.0 0.2465753424657534 0.2465753424657534 
0,12.0 1000000.0 2.0 1.4191780821917808 1.4465753424657535 
0,8.0 12000.0 2.0 0.8328767123287671 0.9397260273972603 
2,2.0 2600000.0 1.0 1.0328767123287672 1.0328767123287672 
0,0.0 1500000.0 1.0 1.2493150684931507 1.2493150684931507 
0,15.0 2510000.0 3.0 7.7972602739726025 9.515068493150684 
0,5.0 11567800.0 3.0 0.8301369863013699 3.378082191780822 
0,0.0 200000.0 2.0 0.13972602739726028 0.2958904109589041 
0,0.0 385980.0 1.0 0.38082191780821917 0.38082191780821917 
0,4.0 2600000.0 1.0 0.5863013698630137 0.5863013698630137 
1,0.0 0.0 1.0 0.4410958904109589 0.4410958904109589 
2,0.0 1800000.0 1.0 1.0657534246575342 1.0657534246575342 
2,0.0 5600000.0 3.0 0.0410958904109589 2.128767123287671 
1,1.0 10000000.0 2.0 5.424657534246576 8.210958904109589 
2,1.0 10669070.0 2.0 1.4082191780821918 2.095890410958904 
0,1.0 8000000.0 1.0 12.463013698630137 12.463013698630137 
0,0.0 6500000.0 1.0 2.0684931506849313 2.0684931506849313 
0,1.0 13621199.0 5.0 7.950684931506849 10.498630136986302 
0,0.0 79189.0 1.0 3.3315068493150686 3.3315068493150686 
1,15.0 9500000.0 1.0 3.3315068493150686 3.3315068493150686 
0,5.0 6000000.0 1.0 0.4986301369863014 0.4986301369863014 
1,1.0 60000.0 1.0 0.10410958904109589 0.10410958904109589 
0,0.0 25000.0 1.0 0.00821917808219178 0.00821917808219178 
0,0.0 235000.0 1.0 1.1643835616438356 1.1643835616438356 
0,1.0 3500000.0 1.0 2.347945205479452 2.347945205479452 
0,1.0 6500000.0 1.0 1.2027397260273973 1.2027397260273973 
1,1.0 15000000.0 2.0 2.4164383561643836 4.7753424657534245 
0,17.0 0.0 1.0 11.136986301369863 11.136986301369863 
0,4.0 400000.0 1.0 0.0 -0.052054794520547946 
0,0.0 0.0 1.0 0.0 -0.3972602739726027 
0,0.0 9550000.0 1.0 9.794520547945206 9.794520547945206 
1,4.0 0.0 1.0 0.0 -1.0 
2,5.0 4000000.0 1.0 9.208219178082192 9.208219178082192 
1,14.0 6230000.0 1.0 4.684931506849315 4.684931506849315 
1,6.0 21000000.0 1.0 10.364383561643836 10.364383561643836 
0,0.0 29972500.0 3.0 5.841095890410959 6.841095890410959 
0,0.0 2000000.0 3.0 0.7534246575342466 3.0712328767123287 
0,2.0 4000000.0 2.0 0.25205479452054796 0.7424657534246575 
0,0.0 0.0 1.0 0.9835616438356164 0.9835616438356164 
2,0.0 3800000.0 3.0 0.336986301369863 2.336986301369863 
2,15.0 15000000.0 2.0 0.0958904109589041 1.2410958904109588 
2,0.0 0.0 3.0 0.37534246575342467 1.4082191780821918 
0,0.0 20000.0 1.0 0.0 0.0 
0,0.0 0.0 1.0 2.8328767123287673 2.8328767123287673 
1,16.0 1000000.0 1.0 0.0 0.0 
1,0.0 12000.0 1.0 0.0 -0.16712328767123288 
2,0.0 2900000.0 1.0 2.213698630136986 2.213698630136986 
0,4.0 800000.0 1.0 0.1917808219178082 0.1917808219178082 
0,0.0 1000000.0 1.0 0.8136986301369863 0.8136986301369863 
1,0.0 7575000.0 3.0 1.1616438356164382 3.249315068493151 
0,1.0 6700000.0 2.0 1.8630136986301369 3.084931506849315 
0,7.0 525000.0 1.0 2.282191780821918 2.282191780821918 
1,2.0 1400000.0 1.0 2.03013698630137 2.03013698630137 
0,0.0 0.0 1.0 0.0 0.0 
1,19.0 963000.0 1.0 3.9178082191780823 3.9178082191780823 
2,18.0 500000.0 1.0 0.16712328767123288 0.16712328767123288 
0,15.0 14400000.0 2.0 0.3589041095890411 1.0191780821917809 
0,0.0 7000000.0 1.0 1.0 1.0 
0,11.0 2300000.0 1.0 1.8246575342465754 1.8246575342465754 
2,12.0 10000000.0 3.0 5.104109589041096 8.64109589041096 
0,0.0 10000000.0 1.0 1.063013698630137 1.063013698630137 
0,4.0 50000.0 2.0 0.0 0.3287671232876712 
0,18.0 15000000.0 1.0 0.5726027397260274 0.5726027397260274 
0,9.0 0.0 1.0 0.9726027397260274 0.9726027397260274 
0,9.0 0.0 1.0 2.3205479452054796 2.3205479452054796 
0,4.0 118000.0 1.0 0.0 -0.18904109589041096 
0,0.0 1882200.0 1.0 5.394520547945206 5.394520547945206 
2,0.0 15599906.0 6.0 7.254794520547946 9.531506849315068 
0,11.0 32500000.0 5.0 0.0 4.879452054794521 
0,17.0 983000.0 3.0 0.16712328767123288 3.4246575342465753 
2,15.0 7289000.0 3.0 0.0 2.4986301369863013 
0,4.0 0.0 1.0 0.3424657534246575 0.3424657534246575 
0,19.0 587000.0 2.0 1.084931506849315 2.336986301369863 
0,19.0 32408800.0 3.0 0.9287671232876712 4.282191780821917 
1,0.0 0.0 1.0 0.8136986301369863 0.8136986301369863 
1,9.0 1700000.0 2.0 0.4986301369863014 1.0410958904109588 
0,1.0 13000000.0 1.0 4.841095890410959 4.841095890410959 
2,1.0 7000000.0 1.0 4.126027397260274 4.126027397260274 
0,16.0 0.0 1.0 0.4136986301369863 0.4136986301369863 
0,19.0 28750000.0 1.0 6.021917808219178 6.021917808219178 
1,16.0 1000000.0 2.0 1.2876712328767124 4.063013698630137 
0,0.0 500000.0 2.0 0.16712328767123288 0.2958904109589041 
0,14.0 5000000.0 2.0 0.043835616438356165 0.8328767123287671 
0,12.0 6201649.0 2.0 1.4164383561643836 2.7643835616438355 
2,1.0 250000.0 1.0 6.23013698630137 6.23013698630137 
0,5.0 1500000.0 1.0 0.08493150684931507 0.08493150684931507 
2,2.0 10000000.0 4.0 0.17534246575342466 4.098630136986301 
0,4.0 250000.0 1.0 0.0 0.0 
0,0.0 13250000.0 2.0 0.8383561643835616 3.4356164383561643 
0,12.0 0.0 1.0 5.087671232876712 5.087671232876712 
0,10.0 10350000.0 2.0 1.2301369863013698 2.4383561643835616 
1,18.0 7500000.0 1.0 4.545205479452055 4.545205479452055 
0,0.0 0.0 1.0 0.5041095890410959 0.5041095890410959 
1,7.0 1900000.0 1.0 3.654794520547945 3.654794520547945 
1,9.0 100000.0 1.0 0.0410958904109589 0.0410958904109589 
0,1.0 4609282.0 3.0 0.5315068493150685 2.315068493150685 
0,12.0 100000.0 1.0 0.3041095890410959 0.3041095890410959 
1,0.0 3500000.0 1.0 0.46301369863013697 0.46301369863013697 
0,0.0 10000000.0 2.0 5.2027397260273975 8.117808219178082 
0,1.0 5000000.0 1.0 5.021917808219178 5.021917808219178 
1,9.0 0.0 2.0 5.002739726027397 5.331506849315068 
2,18.0 24000000.0 3.0 0.0 3.3808219178082193 
2,0.0 10000000.0 1.0 0.35342465753424657 0.35342465753424657 
2,15.0 22300000.0 2.0 5.027397260273973 6.786301369863014 
1,3.0 20000000.0 1.0 2.580821917808219 2.580821917808219 
0,0.0 2154000.0 3.0 3.654794520547945 4.435616438356164 
2,0.0 19800000.0 2.0 3.164383561643836 5.526027397260274 
2,0.0 15700000.0 2.0 0.7397260273972602 1.1424657534246576 
0,1.0 3802024.0 4.0 0.3232876712328767 6.073972602739726 
2,2.0 0.0 1.0 0.0 -0.7506849315068493 
0,14.0 0.0 1.0 6.317808219178082 6.317808219178082 
0,5.0 1410000.0 1.0 11.73972602739726 11.73972602739726 
0,0.0 25000.0 1.0 1.1917808219178083 1.1917808219178083 
0,0.0 120993.0 1.0 2.0712328767123287 2.0712328767123287 
2,13.0 1200000.0 1.0 1.3287671232876712 1.3287671232876712 
2,0.0 4490000.0 1.0 1.1479452054794521 1.1479452054794521 
0,15.0 14200000.0 1.0 4.4520547945205475 4.4520547945205475 
1,9.0 29000000.0 1.0 4.471232876712329 4.471232876712329 
1,2.0 1500000.0 1.0 3.0 3.0 
0,15.0 13020000.0 3.0 0.5041095890410959 2.8602739726027395 
0,16.0 200000.0 1.0 0.23835616438356164 0.23835616438356164 
1,0.0 1840000.0 2.0 1.073972602739726 2.8164383561643835 
2,5.0 29866459.0 2.0 9.402739726027397 9.76986301369863 
1,0.0 0.0 1.0 2.328767123287671 2.328767123287671 
1,0.0 10000.0 1.0 2.2273972602739724 2.2273972602739724 
1,0.0 150000.0 1.0 0.0 0.0 
0,1.0 129590.0 1.0 0.2465753424657534 0.2465753424657534 
2,0.0 15000000.0 3.0 6.002739726027397 8.005479452054795 
0,16.0 1449998.0 4.0 0.3315068493150685 4.002739726027397 
0,0.0 325000.0 2.0 0.00821917808219178 0.5835616438356165 
2,0.0 4500000.0 2.0 2.0027397260273974 2.8986301369863012 
0,10.0 2608000.0 4.0 1.3287671232876712 6.30958904109589 
1,0.0 405955.0 1.0 0.0 0.0 
0,16.0 1157940.0 1.0 2.747945205479452 2.747945205479452 
1,12.0 1000000.0 1.0 1.1643835616438356 1.1643835616438356 
0,12.0 4000000.0 2.0 0.0 2.745205479452055 
1,1.0 1000000.0 1.0 5.441095890410959 5.441095890410959 
0,4.0 0.0 1.0 0.2602739726027397 0.2602739726027397 
0,0.0 40000.0 1.0 0.3315068493150685 0.3315068493150685 
0,0.0 12500000.0 2.0 7.167123287671233 9.490410958904109 
0,4.0 3000000.0 2.0 2.115068493150685 2.9452054794520546 
0,5.0 800000.0 1.0 4.002739726027397 4.002739726027397 
0,9.0 18799999.0 3.0 1.9671232876712328 5.252054794520548 
1,1.0 315380.0 1.0 2.3123287671232875 2.3123287671232875 
1,0.0 500000.0 1.0 0.0 0.0 
1,1.0 530000.0 1.0 0.9506849315068493 0.9506849315068493 
0,14.0 410958.0 1.0 1.5890410958904109 1.5890410958904109 
1,6.0 6000000.0 1.0 4.041095890410959 4.041095890410959 
0,0.0 3000000.0 1.0 7.83013698630137 7.83013698630137 
2,15.0 5450000.0 4.0 0.0 1.0493150684931507 
0,0.0 138000.0 1.0 0.057534246575342465 0.057534246575342465 
2,1.0 22300000.0 2.0 2.526027397260274 3.1041095890410957 
2,0.0 5000000.0 1.0 2.882191780821918 2.882191780821918 
0,4.0 27890167.0 3.0 1.5178082191780822 3.6684931506849314 
0,0.0 1000000.0 1.0 7.920547945205479 7.920547945205479 
0,8.0 0.0 1.0 0.4986301369863014 0.4986301369863014 
1,2.0 3600000.0 2.0 1.915068493150685 2.580821917808219 
1,2.0 0.0 1.0 0.0 0.0 
2,1.0 3000000.0 1.0 0.1643835616438356 0.1643835616438356 
0,1.0 112500.0 1.0 0.1780821917808219 0.1780821917808219 
0,0.0 0.0 1.0 12.008219178082191 12.008219178082191 
1,19.0 28138334.0 4.0 3.8109589041095893 7.86027397260274 
0,0.0 0.0 1.0 2.4054794520547946 2.4054794520547946 
0,1.0 7000000.0 1.0 5.361643835616438 5.361643835616438 
0,0.0 1807716.0 3.0 0.726027397260274 3.1205479452054794 
0,0.0 1717000.0 2.0 0.4931506849315068 2.4054794520547946 
0,0.0 25000.0 1.0 0.0 -0.0273972602739726 
2,18.0 30920000.0 2.0 5.610958904109589 6.473972602739726 
0,0.0 25000.0 1.0 0.08493150684931507 0.08493150684931507 
0,5.0 27500000.0 1.0 3.756164383561644 3.756164383561644 
2,19.0 28500000.0 2.0 3.7534246575342465 6.287671232876712 
2,5.0 600000.0 1.0 3.3945205479452056 3.3945205479452056 
2,0.0 3250000.0 2.0 0.4191780821917808 0.8876712328767123 
0,0.0 17950000.0 3.0 0.08493150684931507 2.334246575342466 
0,10.0 12725658.0 3.0 1.1753424657534246 2.345205479452055 
0,0.0 0.0 1.0 2.350684931506849 2.350684931506849 
0,4.0 725000.0 2.0 0.6493150684931507 1.4821917808219178 
0,15.0 4000000.0 1.0 7.260273972602739 7.260273972602739 
0,0.0 540000.0 2.0 0.5835616438356165 1.652054794520548 
0,2.0 0.0 2.0 0.0 1.0 
2,3.0 0.0 2.0 4.789041095890411 6.421917808219178 
2,0.0 4575000.0 3.0 0.7424657534246575 1.5808219178082192 
0,0.0 1130000.0 7.0 0.038356164383561646 2.208219178082192 
0,9.0 0.0 1.0 0.0 0.0 
1,20.0 100000.0 1.0 0.0 -1.0027397260273974 
0,20.0 100000.0 1.0 0.3315068493150685 0.3315068493150685 
1,0.0 1500000.0 1.0 0.410958904109589 0.410958904109589 
0,13.0 31000000.0 4.0 2.410958904109589 5.389041095890411 
0,0.0 400000.0 2.0 0.0 0.0 
1,0.0 20000.0 1.0 0.0 -0.08493150684931507 
2,0.0 16086016.0 2.0 12.30958904109589 14.972602739726028 
0,10.0 26900333.0 3.0 4.1726027397260275 5.306849315068493 
2,0.0 0.0 1.0 4.745205479452054 4.745205479452054 
2,0.0 15000000.0 1.0 5.7753424657534245 5.7753424657534245 
1,16.0 1000000.0 1.0 0.0 -2.336986301369863 
1,0.0 0.0 1.0 6.252054794520548 6.252054794520548 
0,1.0 5500000.0 1.0 5.684931506849315 5.684931506849315 
0,0.0 8500000.0 3.0 0.0 3.021917808219178 
2,8.0 2818000.0 4.0 0.7671232876712328 2.3643835616438356 
0,3.0 1250000.0 2.0 0.12876712328767123 0.2054794520547945 
0,10.0 4513712.0 3.0 1.082191780821918 3.084931506849315 
1,0.0 3800000.0 2.0 0.8301369863013699 2.5397260273972604 
2,0.0 5000000.0 1.0 2.0876712328767124 2.0876712328767124 
2,2.0 23084124.0 4.0 0.0821917808219178 5.063013698630137 
0,8.0 457282.0 7.0 0.0 1.3424657534246576 
1,19.0 1000000.0 1.0 1.158904109589041 1.158904109589041 
2,0.0 0.0 1.0 0.5041095890410959 0.5041095890410959 
1,0.0 45000.0 2.0 0.2547945205479452 0.4986301369863014 
0,1.0 6500000.0 1.0 6.263013698630137 6.263013698630137 
0,16.0 0.0 1.0 1.6657534246575343 1.6657534246575343 
0,0.0 880000.0 3.0 0.0 0.9068493150684932 
2,15.0 8800000.0 3.0 2.0273972602739727 6.054794520547945 
0,0.0 19200000.0 3.0 0.16712328767123288 2.5287671232876714 
2,5.0 3500000.0 2.0 0.7479452054794521 2.750684931506849 
0,9.0 552000.0 1.0 0.16712328767123288 0.16712328767123288 
1,0.0 1500000.0 2.0 3.3315068493150686 4.249315068493151 
2,0.0 2035650.0 1.0 3.6904109589041094 3.6904109589041094 
1,4.0 650000.0 2.0 0.0 0.6904109589041096 
0,12.0 6000000.0 1.0 2.4986301369863013 2.4986301369863013 
0,1.0 355000.0 1.0 0.0 -0.030136986301369864 
1,5.0 10500000.0 1.0 4.153424657534247 4.153424657534247 
2,0.0 16212601.0 3.0 3.1835616438356165 5.2465753424657535 
2,17.0 7510000.0 2.0 1.9917808219178081 8.895890410958904 
2,15.0 1200000.0 1.0 1.3150684931506849 1.3150684931506849 
2,9.0 11000000.0 2.0 1.6027397260273972 2.813698630136986 
0,0.0 15177722.0 3.0 16.405479452054795 19.312328767123287 
1,0.0 2020593.0 2.0 2.712328767123288 2.8164383561643835 
0,19.0 9195002.0 2.0 4.3123287671232875 4.3123287671232875 
0,0.0 70000.0 2.0 0.03561643835616438 0.726027397260274 
2,15.0 2500000.0 1.0 0.6438356164383562 0.6438356164383562 
2,0.0 1000000.0 1.0 1.273972602739726 1.273972602739726 
2,4.0 5000000.0 1.0 1.9342465753424658 1.9342465753424658 
0,6.0 24000000.0 3.0 1.0684931506849316 3.197260273972603 
0,0.0 0.0 1.0 0.41643835616438357 0.41643835616438357 
2,12.0 15100000.0 2.0 0.7479452054794521 7.090410958904109 
0,1.0 0.0 1.0 1.1643835616438356 1.1643835616438356 
2,9.0 4700000.0 1.0 11.254794520547945 11.254794520547945 
0,0.0 27000000.0 1.0 11.895890410958904 11.895890410958904 
0,0.0 0.0 1.0 6.068493150684931 6.068493150684931 
0,9.0 2304999.0 3.0 0.0 2.882191780821918 
2,0.0 250000.0 1.0 1.2684931506849315 1.2684931506849315 
0,0.0 30000000.0 2.0 0.7726027397260274 2.3972602739726026 
0,3.0 1700000.0 1.0 0.0 0.0 
0,18.0 6356500.0 1.0 4.742465753424658 4.742465753424658 
0,1.0 165000.0 1.0 0.8575342465753425 0.8575342465753425 
2,0.0 7100000.0 2.0 2.580821917808219 4.608219178082192 
1,5.0 8750000.0 1.0 0.473972602739726 0.473972602739726 
2,13.0 0.0 6.0 0.9972602739726028 6.252054794520548 
0,15.0 2180175.0 1.0 2.863013698630137 2.863013698630137 
1,0.0 734790.0 2.0 0.0 1.2493150684931507 
0,4.0 750000.0 1.0 0.024657534246575342 0.024657534246575342 
0,3.0 1500000.0 1.0 4.167123287671233 4.167123287671233 
1,0.0 100000.0 1.0 0.0 0.0 
1,0.0 300000.0 1.0 0.0 0.0 
2,0.0 0.0 1.0 0.0 -0.33424657534246577 
2,7.0 14000000.0 2.0 3.147945205479452 4.879452054794521 
0,0.0 1100000.0 2.0 2.0 2.0 
2,1.0 5420000.0 2.0 2.2684931506849315 4.2904109589041095 
0,10.0 6211154.0 2.0 2.504109589041096 3.367123287671233 
0,0.0 1300000.0 1.0 1.7506849315068493 1.7506849315068493 
0,1.0 16000000.0 1.0 0.0 -3.347945205479452 
0,15.0 13000000.0 2.0 3.3013698630136985 4.394520547945206 
0,7.0 875000.0 1.0 18.22739726027397 18.22739726027397 
1,15.0 3500000.0 2.0 0.0 0.8191780821917808 
0,15.0 12000000.0 3.0 6.3561643835616435 14.789041095890411 
2,0.0 0.0 1.0 0.08493150684931507 0.08493150684931507 
0,4.0 0.0 1.0 0.4410958904109589 0.4410958904109589 
1,2.0 0.0 1.0 0.16712328767123288 0.16712328767123288 
2,0.0 0.0 1.0 1.3397260273972602 1.3397260273972602 
1,1.0 500000.0 1.0 3.4493150684931506 3.4493150684931506 
2,1.0 19765861.0 3.0 8.167123287671233 13.246575342465754 
0,4.0 1500000.0 1.0 0.0 -0.08493150684931507 
1,4.0 25000.0 1.0 0.0 0.0 
2,19.0 1000000.0 1.0 1.189041095890411 1.189041095890411 
2,0.0 260000.0 1.0 10.673972602739726 10.673972602739726 
