0,0.8 0.0 0.0 0.08245363766048501 0.736790726052471 
1,0.85 0.17378048780487804 0.2222222222222222 0.041226818830242505 0.7832011389058369 
0,0.05 0.9926804268292683 0.1111111111111111 0.10770328102710412 0.7921496847671344 
0,0.5 0.03429878048780488 0.1111111111111111 0.07717546362339514 0.7616839536302623 
1,0.95 0.010670731707317074 0.0 0.08701854493580599 0.7380923327232052 
1,0.45 0.0 0.0 0.12567760342368045 0.7491153142159853 
2,0.9 0.01524390243902439 0.0 0.008701854493580598 0.7157616432784217 
2,0.1 0.013719512195121951 0.0 0.0019971469329529245 0.713849908480781 
0,0.5 0.1461483536585366 0.0 0.46932952924393717 0.8471018913971934 
1,0.0 0.01524390243902439 0.0 0.0 0.7132804555623348 
1,0.0 0.02850609756097561 0.2222222222222222 0.0017118402282453634 0.7354891193817369 
0,0.1 0.03048780487804878 0.0 0.03894436519258203 0.7243847874720358 
0,0.0 0.27439024390243905 0.0 0.156490727532097 0.757901159243441 
0,0.0 0.0 0.0 0.15035663338088442 0.756152125279642 
2,0.0 0.0 0.0 0.06761768901569186 0.7325605043725849 
0,0.0 0.01863984756097561 0.1111111111111111 0.4208273894436519 0.841203986170429 
0,0.25 0.06097560975609756 0.0 0.0 0.6978645515558266 
0,0.05 0.2021326219512195 0.2222222222222222 0.5253922967189729 0.94862721171446 
2,0.45 0.5957317682926829 0.3333333333333333 0.028958630527817403 0.764043115720968 
0,0.05 0.020121951219512196 0.0 0.14807417974322395 0.7555013219442749 
0,1.0 0.36962917682926827 0.3333333333333333 0.008701854493580598 0.7295912141549725 
1,0.0 0.03335859756097561 0.6666666666666666 0.0 0.7491966646329061 
0,0.2 0.0 0.0 0.0 0.7132804555623348 
0,0.55 0.0 0.0 0.037660485021398 0.7240187105958917 
2,0.0 0.03048780487804878 0.0 0.05206847360912981 0.7281269066503966 
2,0.0 0.5116379268292683 0.3333333333333333 0.0 0.7528981086028066 
0,0.25 0.0012195121951219512 0.0 0.02796005706134094 0.7212527964205817 
2,0.0 0.0 0.0 0.1282453637660485 0.7498474679682733 
0,0.0 0.09666021341463414 0.1111111111111111 0.036376604850213975 0.7494000406752085 
0,0.45 0.0 0.0 0.4426533523537803 0.8394956274150905 
1,0.0 0.036585365853658534 0.0 0.10413694721825963 0.7429733577384584 
2,0.0 0.0 0.0 0.06975748930099857 0.7331706324994915 
0,0.3 0.12195121951219512 0.0 0.08102710413694722 0.7363839739678666 
2,0.0 0.0 0.0 0.24707560627674746 0.7837299166158226 
0,0.05 0.05396341463414634 0.0 0.2527817403708987 0.7853569249542404 
2,0.05 0.7317073170731707 0.2222222222222222 0.1035663338088445 0.7749440715883669 
